Year,Grand Prix,Sector,Driver,Time
2019,Belgium,2,P. Gasly,45.661
2019,Belgium,2,L. Stroll,45.713
2019,Belgium,2,A. Giovinazzi,45.824
2019,Belgium,2,D. Kvyat,45.853
2019,Belgium,2,C. Sainz,46.351
2019,Belgium,2,G. Russell,46.6
2019,Belgium,2,R. Kubica,46.81
2019,Belgium,3,C. Leclerc,28.193
2019,Belgium,3,S. Vettel,28.375
2019,Belgium,3,D. Ricciardo,28.404
2019,Belgium,3,N. Hulkenberg,28.488
2019,Belgium,3,V. Bottas,28.57
2019,Belgium,3,L. Hamilton,28.586
2019,Belgium,3,M. Verstappen,28.611
2019,Belgium,3,K. Raikkonen,28.62
2019,Belgium,3,L. Norris,28.666
2019,Belgium,3,S. Perez,28.678
2019,Belgium,3,R. Grosjean,28.757
2019,Belgium,3,L. Stroll,28.767
2019,Belgium,3,A. Giovinazzi,28.822
2019,Belgium,3,K. Magnussen,28.888
2019,Belgium,3,C. Sainz,28.962
2019,Belgium,3,A. Albon,28.97
2019,Belgium,3,D. Kvyat,29.196
2019,Belgium,3,P. Gasly,29.469
2019,Belgium,3,G. Russell,29.483
2019,Belgium,3,R. Kubica,38.318
2019,Italy,1,C. Leclerc,26.469
2019,Italy,1,S. Vettel,26.565
2019,Italy,1,D. Ricciardo,26.589
2019,Italy,1,L. Stroll,26.652
2019,Italy,1,N. Hulkenberg,26.676
2019,Italy,1,L. Hamilton,26.702
2019,Italy,1,K. Raikkonen,26.702
2019,Italy,1,A. Giovinazzi,26.714
2019,Italy,1,A. Albon,26.743
2019,Italy,1,K. Magnussen,26.77
2019,Italy,1,V. Bottas,26.795
2019,Italy,1,C. Sainz,26.807
2019,Italy,1,R. Grosjean,26.858
2019,Italy,1,L. Norris,26.965
2019,Italy,1,S. Perez,26.992
2019,Italy,1,D. Kvyat,27.022
2019,Italy,1,P. Gasly,27.05
2019,Italy,1,G. Russell,27.313
2019,Italy,1,R. Kubica,27.366
2019,Italy,1,M. Verstappen,29.06
2019,Italy,2,V. Bottas,26.152
2019,Italy,2,L. Hamilton,26.203
2019,Italy,2,S. Vettel,26.33
2019,Italy,2,C. Leclerc,26.412
2019,Italy,2,A. Albon,26.499
2019,Italy,2,P. Gasly,26.507
2019,Italy,2,D. Ricciardo,26.592
2019,Italy,2,N. Hulkenberg,26.67
2019,Italy,2,D. Kvyat,26.736
2019,Italy,2,C. Sainz,26.746
2019,Italy,2,K. Raikkonen,26.885
2019,Italy,2,L. Norris,26.895
2019,Italy,2,A. Giovinazzi,26.961
2019,Italy,2,K. Magnussen,26.987
2019,Italy,2,R. Grosjean,27.077
2019,Italy,2,L. Stroll,27.078
2019,Italy,2,G. Russell,27.198
2019,Italy,2,R. Kubica,27.421
2019,Italy,2,S. Perez,27.431
2019,Italy,2,M. Verstappen,36.435
2019,Italy,3,L. Hamilton,26.264
2019,Italy,3,A. Albon,26.391
2019,Italy,3,S. Vettel,26.393
2019,Italy,3,V. Bottas,26.407
2019,Italy,3,C. Leclerc,26.426
2019,Italy,3,D. Ricciardo,26.573
2019,Italy,3,C. Sainz,26.58
2019,Italy,3,K. Raikkonen,26.614
2019,Italy,3,N. Hulkenberg,26.629
2019,Italy,3,D. Kvyat,26.637
2019,Italy,3,L. Stroll,26.673
2019,Italy,3,K. Magnussen,26.738
2019,Italy,3,A. Giovinazzi,26.758
2019,Italy,3,L. Norris,26.786
2019,Italy,3,P. Gasly,26.807
2019,Italy,3,R. Grosjean,26.849
2019,Italy,3,S. Perez,26.868
2019,Italy,3,G. Russell,27.252
2019,Italy,3,R. Kubica,27.569
2019,Italy,3,M. Verstappen,31.98
2019,Singapore,1,C. Leclerc,26.211
2019,Singapore,1,S. Vettel,26.334
2019,Singapore,1,L. Hamilton,26.442
2019,Singapore,1,V. Bottas,26.5
2019,Singapore,1,M. Verstappen,26.664
2019,Singapore,1,C. Sainz,26.707
2019,Singapore,1,L. Norris,26.756
2019,Singapore,1,A. Albon,26.801
2019,Singapore,1,D. Ricciardo,26.91
2019,Singapore,1,N. Hulkenberg,26.937
2019,Singapore,1,A. Giovinazzi,26.959
2019,Singapore,1,S. Perez,27.036
2019,Singapore,1,K. Magnussen,27.057
2019,Singapore,1,K. Raikkonen,27.118
2019,Singapore,1,P. Gasly,27.201
2019,Singapore,1,L. Stroll,27.23
2019,Singapore,1,R. Grosjean,27.256
2019,Singapore,1,D. Kvyat,27.51
2019,Singapore,1,G. Russell,27.513
2019,Singapore,1,R. Kubica,27.593
2019,Singapore,2,S. Vettel,37.089
2019,Singapore,2,C. Leclerc,37.127
2019,Singapore,2,L. Hamilton,37.132
2019,Singapore,2,M. Verstappen,37.174
2019,Singapore,2,V. Bottas,37.294
2019,Singapore,2,A. Albon,37.513
2019,Singapore,2,C. Sainz,37.557
2019,Singapore,2,L. Norris,37.617
2019,Singapore,2,D. Ricciardo,37.637
2019,Singapore,2,N. Hulkenberg,37.723
2019,Singapore,2,P. Gasly,37.876
2019,Singapore,2,K. Raikkonen,37.911
2019,Singapore,2,A. Giovinazzi,37.967
2019,Singapore,2,S. Perez,38.021
2019,Singapore,2,K. Magnussen,38.392
2019,Singapore,2,L. Stroll,38.477
2019,Singapore,2,D. Kvyat,38.604
2019,Singapore,2,R. Grosjean,38.647
2019,Singapore,2,G. Russell,38.957
2019,Singapore,2,R. Kubica,39.054
2019,Singapore,3,L. Hamilton,32.834
2019,Singapore,3,M. Verstappen,32.859
2019,Singapore,3,C. Leclerc,32.879
2019,Singapore,3,V. Bottas,32.988
2019,Singapore,3,S. Vettel,33.014
2019,Singapore,3,A. Albon,33.097
2019,Singapore,3,L. Norris,33.199
2019,Singapore,3,P. Gasly,33.434
2019,Singapore,3,C. Sainz,33.486
2019,Singapore,3,S. Perez,33.515
2019,Singapore,3,D. Ricciardo,33.548
2019,Singapore,3,N. Hulkenberg,33.604
2019,Singapore,3,A. Giovinazzi,33.75
2019,Singapore,3,D. Kvyat,33.809
2019,Singapore,3,K. Raikkonen,33.822
2019,Singapore,3,K. Magnussen,33.998
2019,Singapore,3,L. Stroll,34.123
2019,Singapore,3,R. Grosjean,34.235
2019,Singapore,3,G. Russell,34.386
2019,Singapore,3,R. Kubica,34.539
2019,Russia,1,C. Leclerc,33.333
2019,Russia,1,S. Vettel,33.433
2019,Russia,1,M. Verstappen,33.68
2019,Russia,1,V. Bottas,33.749
2019,Russia,1,L. Hamilton,33.807
2019,Russia,1,K. Magnussen,33.924
2019,Russia,1,R. Grosjean,33.986
2019,Russia,1,S. Perez,34.064
2019,Russia,1,N. Hulkenberg,34.072
2019,Russia,1,L. Stroll,34.073
2019,Russia,1,L. Norris,34.099
2019,Russia,1,A. Giovinazzi,34.115
2019,Russia,1,D. Ricciardo,34.129
2019,Russia,1,C. Sainz,34.138
2019,Russia,1,K. Raikkonen,34.173
2019,Russia,1,A. Albon,34.223
2019,Russia,1,P. Gasly,34.351
2019,Russia,1,G. Russell,34.423
2019,Russia,1,R. Kubica,34.886
2019,Russia,2,C. Leclerc,31.319
2019,Russia,2,S. Vettel,31.506
2019,Russia,2,L. Hamilton,31.518
2019,Russia,2,V. Bottas,31.559
2019,Russia,2,M. Verstappen,31.641
2019,Russia,2,C. Sainz,31.815
2019,Russia,2,L. Norris,31.909
2019,Russia,2,N. Hulkenberg,31.984
2019,Russia,2,K. Magnussen,32.065
2019,Russia,2,A. Albon,32.098
2019,Russia,2,R. Grosjean,32.099
2019,Russia,2,P. Gasly,32.123
2019,Russia,2,D. Ricciardo,32.17
2019,Russia,2,S. Perez,32.25
2019,Russia,2,A. Giovinazzi,32.266
2019,Russia,2,L. Stroll,32.276
2019,Russia,2,K. Raikkonen,32.365
2019,Russia,2,G. Russell,32.681
2019,Russia,2,R. Kubica,33.087
2019,Russia,3,L. Hamilton,26.705
2019,Russia,3,C. Leclerc,26.939
2019,Russia,3,M. Verstappen,26.989
2019,Russia,3,S. Vettel,27.056
2019,Russia,3,N. Hulkenberg,27.183
2019,Russia,3,V. Bottas,27.191
2019,Russia,3,C. Sainz,27.269
2019,Russia,3,L. Norris,27.293
2019,Russia,3,D. Ricciardo,27.362
2019,Russia,3,R. Grosjean,27.409
2019,Russia,3,P. Gasly,27.476
2019,Russia,3,S. Perez,27.592
2019,Russia,3,A. Giovinazzi,27.656
2019,Russia,3,L. Stroll,27.729
2019,Russia,3,K. Magnussen,27.768
2019,Russia,3,K. Raikkonen,28.052
2019,Russia,3,G. Russell,28.252
2019,Russia,3,R. Kubica,28.45
2019,Russia,3,A. Albon,32.506
2019,Japan,1,R. Kubica,0
2019,Japan,1,S. Vettel,30.256
2019,Japan,1,C. Leclerc,30.366
2019,Japan,1,M. Verstappen,30.441
2019,Japan,1,V. Bottas,30.462
2019,Japan,1,L. Hamilton,30.483
2019,Japan,1,A. Albon,30.545
2019,Japan,1,L. Norris,30.631
2019,Japan,1,C. Sainz,30.694
2019,Japan,1,P. Gasly,30.87
2019,Japan,1,R. Grosjean,30.871
2019,Japan,1,A. Giovinazzi,31.015
2019,Japan,1,D. Kvyat,31.132
2019,Japan,1,K. Raikkonen,31.138
2019,Japan,1,K. Magnussen,31.236
2019,Japan,1,L. Stroll,31.257
2019,Japan,1,N. Hulkenberg,31.281
2019,Japan,1,S. Perez,31.474
2019,Japan,1,G. Russell,31.5
2019,Japan,1,D. Ricciardo,31.655
2019,Japan,2,C. Leclerc,39.346
2019,Japan,2,S. Vettel,39.372
2019,Japan,2,V. Bottas,39.502
2019,Japan,2,L. Hamilton,39.524
2019,Japan,2,A. Albon,39.634
2019,Japan,2,M. Verstappen,39.8
2019,Japan,2,C. Sainz,40.073
2019,Japan,2,L. Norris,40.077
2019,Japan,2,P. Gasly,40.12
2019,Japan,2,R. Grosjean,40.38
2019,Japan,2,L. Stroll,40.432
2019,Japan,2,D. Kvyat,40.438
2019,Japan,2,D. Ricciardo,40.456
2019,Japan,2,K. Raikkonen,40.456
2019,Japan,2,A. Giovinazzi,40.497
2019,Japan,2,N. Hulkenberg,40.655
2019,Japan,2,K. Magnussen,40.656
2019,Japan,2,G. Russell,40.698
2019,Japan,2,S. Perez,40.939
2019,Japan,2,R. Kubica,47.866
2019,Japan,3,R. Kubica,0
2019,Japan,3,L. Hamilton,17.295
2019,Japan,3,S. Vettel,17.318
2019,Japan,3,V. Bottas,17.329
2019,Japan,3,C. Leclerc,17.361
2019,Japan,3,C. Sainz,17.537
2019,Japan,3,M. Verstappen,17.549
2019,Japan,3,L. Norris,17.592
2019,Japan,3,P. Gasly,17.601
2019,Japan,3,A. Albon,17.618
2019,Japan,3,L. Stroll,17.656
2019,Japan,3,A. Giovinazzi,17.668
2019,Japan,3,K. Raikkonen,17.677
2019,Japan,3,R. Grosjean,17.678
2019,Japan,3,N. Hulkenberg,17.683
2019,Japan,3,D. Ricciardo,17.69
2019,Japan,3,S. Perez,17.706
2019,Japan,3,D. Kvyat,17.801
2019,Japan,3,G. Russell,18.159
2019,Japan,3,K. Magnussen,26.875
2019,Mexico,1,S. Vettel,26.528
2019,Mexico,1,C. Leclerc,26.625
2019,Mexico,1,M. Verstappen,26.732
2019,Mexico,1,V. Bottas,26.923
2019,Mexico,1,A. Albon,26.96
2019,Mexico,1,L. Hamilton,26.965
2019,Mexico,1,C. Sainz,27.086
2019,Mexico,1,P. Gasly,27.12
2019,Mexico,1,L. Norris,27.173
2019,Mexico,1,D. Ricciardo,27.235
2019,Mexico,1,N. Hulkenberg,27.249
2019,Mexico,1,K. Raikkonen,27.255
2019,Mexico,1,L. Stroll,27.263
2019,Mexico,1,S. Perez,27.264
2019,Mexico,1,A. Giovinazzi,27.274
2019,Mexico,1,D. Kvyat,27.284
2019,Mexico,1,K. Magnussen,27.404
2019,Mexico,1,R. Grosjean,27.58
2019,Mexico,1,G. Russell,27.69
2019,Mexico,1,R. Kubica,27.811
2019,Mexico,2,M. Verstappen,28.586
2019,Mexico,2,L. Hamilton,28.611
2019,Mexico,2,V. Bottas,28.664
2019,Mexico,2,C. Leclerc,28.787
2019,Mexico,2,S. Vettel,28.789
2019,Mexico,2,A. Albon,28.82
2019,Mexico,2,C. Sainz,29.056
2019,Mexico,2,L. Norris,29.212
2019,Mexico,2,D. Kvyat,29.233
2019,Mexico,2,P. Gasly,29.486
2019,Mexico,2,S. Perez,29.529
2019,Mexico,2,N. Hulkenberg,29.593
2019,Mexico,2,D. Ricciardo,29.658
2019,Mexico,2,K. Raikkonen,29.723
2019,Mexico,2,A. Giovinazzi,29.791
2019,Mexico,2,L. Stroll,30.15
2019,Mexico,2,G. Russell,30.438
2019,Mexico,2,R. Grosjean,30.491
2019,Mexico,2,K. Magnussen,30.508
2019,Mexico,2,R. Kubica,31.501
2019,Mexico,3,M. Verstappen,19.44
2019,Mexico,3,V. Bottas,19.478
2019,Mexico,3,L. Hamilton,19.486
2019,Mexico,3,C. Leclerc,19.523
2019,Mexico,3,A. Albon,19.537
2019,Mexico,3,S. Vettel,19.675
2019,Mexico,3,C. Sainz,19.872
2019,Mexico,3,L. Norris,19.889
2019,Mexico,3,S. Perez,19.894
2019,Mexico,3,D. Kvyat,19.9
2019,Mexico,3,P. Gasly,19.94
2019,Mexico,3,N. Hulkenberg,19.959
2019,Mexico,3,D. Ricciardo,19.966
2019,Mexico,3,K. Raikkonen,19.989
2019,Mexico,3,A. Giovinazzi,20.093
2019,Mexico,3,L. Stroll,20.343
2019,Mexico,3,R. Grosjean,20.478
2019,Mexico,3,K. Magnussen,20.524
2019,Mexico,3,G. Russell,20.621
2019,Mexico,3,R. Kubica,20.743
2019,United-States,1,C. Leclerc,24.518
2019,United-States,1,S. Vettel,24.611
2019,United-States,1,L. Hamilton,24.632
2019,United-States,1,M. Verstappen,24.646
2019,United-States,1,V. Bottas,24.719
2019,United-States,1,A. Albon,24.758
2019,United-States,1,K. Magnussen,24.93
2019,United-States,1,L. Norris,24.945
2019,United-States,1,C. Sainz,24.974
2019,United-States,1,P. Gasly,25.031
2019,United-States,1,K. Raikkonen,25.103
2019,United-States,1,D. Ricciardo,25.111
2019,United-States,1,R. Grosjean,25.117
2019,United-States,1,L. Stroll,25.149
2019,United-States,1,D. Kvyat,25.155
2019,United-States,1,A. Giovinazzi,25.264
2019,United-States,1,G. Russell,25.359
2019,United-States,1,N. Hulkenberg,25.38
2019,United-States,1,S. Perez,25.659
2019,United-States,1,R. Kubica,25.839
2019,United-States,2,V. Bottas,36.718
2019,United-States,2,S. Vettel,36.765
2019,United-States,2,L. Hamilton,36.866
2019,United-States,2,C. Leclerc,36.959
2019,United-States,2,M. Verstappen,36.968
2019,United-States,2,A. Albon,37.071
2019,United-States,2,C. Sainz,37.104
2019,United-States,2,L. Norris,37.195
2019,United-States,2,D. Ricciardo,37.275
2019,United-States,2,P. Gasly,37.282
2019,United-States,2,A. Giovinazzi,37.334
2019,United-States,2,D. Kvyat,37.346
2019,United-States,2,K. Magnussen,37.392
2019,United-States,2,N. Hulkenberg,37.428
2019,United-States,2,L. Stroll,37.457
2019,United-States,2,R. Grosjean,37.622
2019,United-States,2,K. Raikkonen,37.8
2019,United-States,2,S. Perez,38.011
2019,United-States,2,G. Russell,38.088
2019,United-States,2,R. Kubica,38.299
2019,United-States,3,M. Verstappen,30.422
2019,United-States,3,V. Bottas,30.553
2019,United-States,3,C. Leclerc,30.574
2019,United-States,3,A. Albon,30.609
2019,United-States,3,S. Vettel,30.648
2019,United-States,3,C. Sainz,30.745
2019,United-States,3,L. Hamilton,30.803
2019,United-States,3,L. Norris,30.868
2019,United-States,3,D. Ricciardo,30.965
2019,United-States,3,N. Hulkenberg,31.007
2019,United-States,3,P. Gasly,31.074
2019,United-States,3,L. Stroll,31.262
2019,United-States,3,D. Kvyat,31.265
2019,United-States,3,R. Grosjean,31.282
2019,United-States,3,K. Magnussen,31.414
2019,United-States,3,K. Raikkonen,31.466
2019,United-States,3,A. Giovinazzi,31.628
2019,United-States,3,R. Kubica,31.72
2019,United-States,3,G. Russell,31.811
2019,United-States,3,S. Perez,32.138
2019,Brazil,1,C. Leclerc,17.417
2019,Brazil,1,M. Verstappen,17.425
2019,Brazil,1,S. Vettel,17.462
2019,Brazil,1,L. Hamilton,17.532
2019,Brazil,1,V. Bottas,17.621
2019,Brazil,1,A. Albon,17.631
2019,Brazil,1,L. Norris,17.717
2019,Brazil,1,C. Sainz,17.728
2019,Brazil,1,K. Raikkonen,17.731
2019,Brazil,1,A. Giovinazzi,17.754
2019,Brazil,1,K. Magnussen,17.756
2019,Brazil,1,P. Gasly,17.773
2019,Brazil,1,R. Grosjean,17.786
2019,Brazil,1,D. Ricciardo,17.799
2019,Brazil,1,S. Perez,17.822
2019,Brazil,1,N. Hulkenberg,17.857
2019,Brazil,1,D. Kvyat,17.899
2019,Brazil,1,L. Stroll,17.926
2019,Brazil,1,G. Russell,18.093
2019,Brazil,1,R. Kubica,18.199
2019,Brazil,2,M. Verstappen,34.195
2019,Brazil,2,L. Hamilton,34.248
2019,Brazil,2,C. Leclerc,34.265
2019,Brazil,2,V. Bottas,34.33
2019,Brazil,2,S. Vettel,34.346
2019,Brazil,2,A. Albon,34.384
2019,Brazil,2,R. Grosjean,34.83
2019,Brazil,2,K. Magnussen,34.932
2019,Brazil,2,P. Gasly,34.955
2019,Brazil,2,N. Hulkenberg,34.973
2019,Brazil,2,D. Ricciardo,35.052
2019,Brazil,2,L. Norris,35.052
2019,Brazil,2,S. Perez,35.094
2019,Brazil,2,K. Raikkonen,35.122
2019,Brazil,2,A. Giovinazzi,35.205
2019,Brazil,2,D. Kvyat,35.227
2019,Brazil,2,L. Stroll,35.393
2019,Brazil,2,C. Sainz,35.553
2019,Brazil,2,G. Russell,35.669
2019,Brazil,2,R. Kubica,36.119
2019,Brazil,3,C. Leclerc,15.804
2019,Brazil,3,V. Bottas,15.817
2019,Brazil,3,L. Hamilton,15.819
2019,Brazil,3,S. Vettel,15.823
2019,Brazil,3,M. Verstappen,15.827
2019,Brazil,3,A. Albon,15.897
2019,Brazil,3,P. Gasly,15.915
2019,Brazil,3,A. Giovinazzi,15.96
2019,Brazil,3,K. Raikkonen,15.973
2019,Brazil,3,D. Ricciardo,15.982
2019,Brazil,3,L. Norris,15.987
2019,Brazil,3,N. Hulkenberg,16.024
2019,Brazil,3,S. Perez,16.028
2019,Brazil,3,K. Magnussen,16.065
2019,Brazil,3,R. Grosjean,16.089
2019,Brazil,3,D. Kvyat,16.093
2019,Brazil,3,L. Stroll,16.203
2019,Brazil,3,G. Russell,16.229
2019,Brazil,3,R. Kubica,16.266
2019,Brazil,3,C. Sainz,18.929
2019,Abu-Dhabi,1,S. Vettel,16.782
2019,Abu-Dhabi,1,C. Leclerc,16.804
2019,Abu-Dhabi,1,L. Hamilton,16.903
2019,Abu-Dhabi,1,V. Bottas,16.964
2019,Abu-Dhabi,1,M. Verstappen,16.967
2019,Abu-Dhabi,1,A. Albon,17.06
2019,Abu-Dhabi,1,C. Sainz,17.089
2019,Abu-Dhabi,1,D. Ricciardo,17.103
2019,Abu-Dhabi,1,L. Norris,17.116
2019,Abu-Dhabi,1,N. Hulkenberg,17.121
2019,Abu-Dhabi,1,S. Perez,17.157
2019,Abu-Dhabi,1,K. Magnussen,17.174
2019,Abu-Dhabi,1,L. Stroll,17.184
2019,Abu-Dhabi,1,P. Gasly,17.192
2019,Abu-Dhabi,1,D. Kvyat,17.248
2019,Abu-Dhabi,1,A. Giovinazzi,17.288
2019,Abu-Dhabi,1,R. Grosjean,17.339
2019,Abu-Dhabi,1,K. Raikkonen,17.348
2019,Abu-Dhabi,1,G. Russell,17.39
2019,Abu-Dhabi,1,R. Kubica,17.466
2019,Abu-Dhabi,2,S. Vettel,40.488
2019,Abu-Dhabi,2,C. Leclerc,40.521
2019,Abu-Dhabi,2,L. Hamilton,40.561
2019,Abu-Dhabi,2,M. Verstappen,40.648
2019,Abu-Dhabi,2,V. Bottas,40.672
2019,Abu-Dhabi,2,C. Sainz,40.835
2019,Abu-Dhabi,2,A. Albon,40.9
2019,Abu-Dhabi,2,L. Norris,41.086
2019,Abu-Dhabi,2,D. Ricciardo,41.09
2019,Abu-Dhabi,2,N. Hulkenberg,41.123
2019,Abu-Dhabi,2,S. Perez,41.195
2019,Abu-Dhabi,2,L. Stroll,41.219
2019,Abu-Dhabi,2,K. Magnussen,41.26
2019,Abu-Dhabi,2,D. Kvyat,41.306
2019,Abu-Dhabi,2,P. Gasly,41.392
2019,Abu-Dhabi,2,R. Grosjean,41.623
2019,Abu-Dhabi,2,K. Raikkonen,41.675
2019,Abu-Dhabi,2,A. Giovinazzi,41.731
2019,Abu-Dhabi,2,G. Russell,41.816
2019,Abu-Dhabi,2,R. Kubica,42.142
2019,Abu-Dhabi,3,L. Hamilton,37.235
2019,Abu-Dhabi,3,V. Bottas,37.322
2019,Abu-Dhabi,3,M. Verstappen,37.349
2019,Abu-Dhabi,3,A. Albon,37.677
2019,Abu-Dhabi,3,C. Leclerc,37.871
2019,Abu-Dhabi,3,S. Vettel,37.99
2019,Abu-Dhabi,3,L. Norris,38.234
2019,Abu-Dhabi,3,D. Ricciardo,38.263
2019,Abu-Dhabi,3,C. Sainz,38.313
2019,Abu-Dhabi,3,D. Kvyat,38.445
2019,Abu-Dhabi,3,P. Gasly,38.446
2019,Abu-Dhabi,3,N. Hulkenberg,38.466
2019,Abu-Dhabi,3,S. Perez,38.585
2019,Abu-Dhabi,3,L. Stroll,38.7
2019,Abu-Dhabi,3,K. Magnussen,38.809
2019,Abu-Dhabi,3,R. Grosjean,38.96
2019,Abu-Dhabi,3,A. Giovinazzi,39.095
2019,Abu-Dhabi,3,K. Raikkonen,39.36
2019,Abu-Dhabi,3,G. Russell,39.485
2019,Abu-Dhabi,3,R. Kubica,39.628
